days_before_departure,price,seats_left,is_weekend,is_holiday,seat_type,booked
33,156,96,1,1,1,0
43,107,4,1,1,0,1
7,160,166,1,0,2,1
40,244,11,1,0,0,1
15,207,31,0,0,0,1
26,168,122,0,0,2,0
53,80,10,0,0,2,0
43,84,65,1,1,0,1
48,269,85,1,0,0,1
2,103,87,1,1,2,1
51,311,116,0,0,1,0
8,193,46,0,1,2,0
46,289,58,1,0,1,0
12,95,41,1,0,1,0
38,111,170,0,0,1,0
15,228,110,1,1,1,0
57,308,160,1,1,0,1
12,212,88,1,0,1,1
22,223,22,1,1,0,1
24,81,127,1,1,0,1
12,214,126,1,0,1,1
52,152,128,0,1,1,0
23,206,78,0,0,0,0
1,245,69,1,0,0,1
55,95,56,0,0,0,1
11,357,172,1,0,2,0
56,256,83,1,0,2,1
38,192,35,0,0,2,1
27,89,111,1,1,2,1
5,348,155,0,1,1,0
46,372,64,0,1,0,1
43,271,143,0,1,1,1
4,148,39,1,0,2,1
27,286,63,0,1,0,0
5,343,95,0,0,0,0
59,228,131,0,0,1,0
12,173,157,1,0,0,0
10,119,101,1,1,2,0
49,329,29,1,1,0,1
59,130,174,0,0,2,1
45,89,153,1,0,0,0
47,165,78,0,1,2,0
48,345,88,1,1,0,1
32,340,108,0,0,2,1
8,226,3,1,0,2,0
42,291,64,1,1,0,1
57,148,163,0,1,2,1
51,370,119,1,1,0,1
53,367,95,0,0,1,0
49,208,9,0,0,2,0
38,231,14,0,1,2,0
1,182,46,1,0,1,0
51,310,37,1,0,1,1
5,177,77,1,1,2,0
34,149,22,0,1,1,1
49,95,32,0,0,2,1
22,219,148,0,0,1,0
29,197,96,1,1,1,0
55,189,10,1,1,2,0
33,196,163,0,0,1,0
37,322,163,0,1,2,0
20,227,16,0,0,2,0
46,259,127,0,0,0,0
39,256,33,1,0,2,0
18,196,116,0,0,0,0
20,288,97,1,1,1,1
9,383,44,0,1,0,0
40,373,47,1,0,1,1
40,152,162,0,1,1,0
33,394,1,1,0,0,0
11,190,155,0,1,0,1
28,223,108,1,0,1,1
60,276,43,0,0,0,0
51,193,139,1,1,1,0
24,345,33,1,1,2,1
48,145,69,1,1,1,1
1,259,157,1,1,0,1
31,145,165,0,1,2,1
27,341,93,0,1,1,0
48,237,42,0,1,1,0
8,181,109,0,0,2,0
37,217,58,0,1,0,0
56,288,31,0,0,0,1
59,137,49,1,0,1,0
59,355,65,1,0,0,0
60,225,110,1,0,2,0
54,136,31,0,0,1,0
8,176,43,1,0,1,0
7,312,134,1,1,2,1
15,349,18,0,1,1,0
56,191,3,1,0,2,1
59,129,158,1,1,2,1
4,294,93,1,0,0,0
38,310,71,1,1,0,0
31,125,88,1,0,1,1
49,168,81,1,0,0,1
14,279,138,0,1,2,0
45,138,166,1,0,1,1
23,262,88,1,0,2,0
55,283,153,0,0,1,0
55,238,156,1,0,2,0
6,143,152,1,0,0,0
45,185,96,0,1,2,0
53,311,134,0,0,2,0
28,209,100,0,0,0,1
49,119,118,1,0,1,1
19,284,27,1,0,2,0
41,319,10,0,0,1,1
11,217,80,1,0,2,1
38,387,50,0,0,0,1
36,100,111,0,0,0,1
40,91,58,1,1,1,1
57,277,119,0,0,1,1
30,240,82,0,0,1,0
7,358,110,0,1,1,1
9,83,93,1,1,2,1
14,332,49,1,0,2,0
6,356,91,1,1,0,0
3,206,74,0,1,1,1
44,327,138,1,1,2,1
15,331,88,1,1,0,1
42,143,113,0,0,0,1
24,235,118,0,1,1,0
8,169,134,1,0,0,0
46,175,42,1,1,2,0
2,223,145,0,0,2,0
55,234,160,0,0,1,0
35,153,147,0,0,0,0
50,200,127,1,1,0,1
22,183,174,0,0,2,0
31,393,70,0,1,2,0
44,221,150,0,0,0,0
22,257,35,0,0,0,0
22,109,22,1,0,2,1
1,104,16,1,1,2,1
45,317,58,0,1,1,1
42,325,120,0,0,1,1
49,358,160,1,0,1,0
51,133,58,0,1,2,1
46,147,41,0,1,1,1
54,87,150,1,0,0,1
15,195,164,1,1,2,0
47,137,170,1,0,0,1
37,348,78,1,0,1,0
5,219,141,0,0,2,0
23,254,15,0,0,0,0
1,353,154,1,1,1,0
28,120,16,0,1,0,1
46,336,69,0,0,2,1
42,247,100,0,0,1,1
10,253,43,1,1,1,0
2,154,64,1,1,1,1
34,388,175,1,1,1,0
13,352,153,1,1,1,1
10,395,88,0,1,2,0
35,335,25,1,1,2,1
26,167,74,1,1,2,0
12,184,8,0,1,2,1
44,116,178,1,0,0,1
8,200,3,0,0,2,0
40,280,114,1,0,0,1
38,134,152,1,1,1,1
37,120,84,1,0,0,1
17,107,120,1,0,1,1
32,265,41,0,1,2,1
38,189,3,0,0,2,1
28,181,120,1,0,1,1
39,197,37,1,0,0,1
50,135,164,1,0,1,0
38,132,51,0,0,2,1
25,253,108,0,0,1,1
15,215,6,1,0,1,1
6,178,76,0,1,0,0
52,331,139,0,1,0,0
24,365,145,0,1,1,1
41,346,14,0,1,1,1
50,207,83,1,1,1,1
38,336,43,1,0,1,0
34,357,61,1,0,0,0
5,400,101,0,1,1,0
60,312,7,1,1,0,0
26,382,53,1,0,0,0
6,293,13,1,1,2,1
24,173,90,1,0,0,0
7,232,18,1,0,0,1
59,80,172,0,1,2,0
50,154,51,0,0,0,1
35,157,14,0,1,2,0
12,178,14,1,0,0,1
15,216,146,0,0,2,1
59,99,67,1,1,1,1
17,384,85,0,0,1,0
46,212,1,0,1,0,0
52,166,178,1,0,2,1
11,371,93,1,0,2,1
28,178,12,0,0,0,0
5,261,69,0,0,0,1
48,287,83,1,0,1,1
45,305,159,1,1,0,0
5,366,176,1,1,2,0
19,191,11,1,1,0,0
51,285,75,1,0,1,0
15,175,81,1,0,1,0
32,80,4,0,0,2,0
55,245,8,1,1,0,1
26,245,7,1,0,0,1
5,266,77,1,0,0,1
24,206,42,1,1,0,1
2,194,123,1,1,0,1
52,173,37,0,0,2,1
5,376,152,1,0,0,0
12,172,54,0,1,1,0
45,339,7,0,0,2,0
3,177,99,1,0,0,1
28,174,155,1,1,1,1
18,379,66,0,0,1,1
12,340,154,1,1,0,1
33,156,112,0,0,1,0
55,386,120,1,1,1,1
39,215,44,0,1,2,0
2,305,20,1,1,1,1
15,278,32,0,0,1,0
13,348,23,1,0,1,0
9,399,170,1,1,0,1
23,281,132,1,0,1,0
52,297,86,1,0,2,0
45,100,128,1,1,2,1
41,335,18,1,1,1,1
30,350,133,0,1,2,0
21,109,49,0,0,2,0
24,290,159,0,1,0,0
58,139,9,1,0,2,0
49,255,148,1,0,0,1
6,336,54,0,1,2,1
46,188,117,1,0,2,0
49,147,113,1,1,1,1
20,271,133,0,0,0,0
41,205,53,0,0,1,0
21,168,49,0,0,2,1
31,365,11,1,0,0,1
14,111,6,0,0,2,0
17,237,85,1,1,1,1
30,149,137,1,1,1,1
9,347,61,1,1,2,0
25,311,11,1,0,0,1
32,217,45,1,0,2,1
2,319,15,0,1,0,1
28,160,16,1,0,1,0
55,353,68,0,0,2,1
39,328,103,0,0,1,0
9,315,165,1,1,1,0
18,273,120,1,1,0,1
17,269,97,1,1,1,0
55,225,56,0,1,2,0
55,399,32,1,0,1,1
60,87,143,0,1,2,0
12,314,166,0,0,0,0
32,338,97,1,1,0,1
35,170,140,1,1,2,0
28,266,176,0,1,2,0
52,316,87,1,1,0,0
58,253,42,0,0,0,0
20,308,127,1,0,2,1
60,140,95,0,0,1,1
54,326,59,1,0,0,0
37,129,73,1,0,2,1
28,158,169,1,1,1,1
58,337,86,1,0,1,1
29,196,178,0,1,2,0
21,116,11,0,0,2,1
43,389,35,1,0,0,1
35,138,102,1,1,0,1
30,373,143,1,1,0,1
24,104,58,1,0,0,1
41,185,161,0,1,2,1
53,222,103,0,0,1,0
55,143,162,1,0,0,1
24,389,10,0,1,1,0
8,169,100,0,1,0,1
33,143,75,0,1,1,1
33,287,118,1,0,0,0
30,286,92,1,1,0,1
32,86,111,0,1,0,1
35,83,149,0,1,1,1
47,191,41,1,1,1,1
35,106,76,0,1,0,0
49,206,160,1,1,0,0
45,341,173,0,0,0,0
24,170,86,1,1,0,0
47,165,101,1,0,0,1
34,165,117,1,0,2,0
13,203,22,1,1,0,0
11,354,96,1,0,1,0
27,147,14,1,0,1,0
27,227,123,0,0,0,1
16,344,138,0,1,2,1
19,200,88,0,1,1,1
10,238,106,0,0,1,0
24,116,119,1,1,1,1
49,290,42,0,0,2,1
27,316,43,1,0,0,0
56,348,103,0,0,1,0
58,110,87,0,0,1,1
33,400,99,0,0,1,1
44,184,58,1,0,0,0
15,140,8,1,1,2,1
17,174,159,0,0,2,0
50,196,46,1,1,0,0
11,152,63,0,1,2,0
47,127,71,1,0,0,1
15,325,46,0,1,1,1
43,289,150,0,1,2,0
44,387,180,0,0,0,1
4,338,67,1,1,1,1
24,217,104,1,1,1,0
11,161,18,1,0,0,0
44,349,132,0,1,1,1
35,366,86,1,1,0,0
4,369,165,0,0,0,1
4,90,50,0,1,2,1
44,311,81,1,0,0,1
39,347,168,1,1,0,0
8,123,164,0,0,2,0
44,205,34,0,1,0,1
24,159,31,0,1,2,0
4,302,69,0,0,0,0
2,272,32,1,1,1,1
51,287,167,0,1,1,1
54,214,135,1,0,0,0
30,271,4,0,0,2,0
53,245,138,1,0,0,1
25,362,72,0,0,0,0
22,310,121,1,0,1,0
20,313,41,1,1,2,1
54,189,74,0,1,2,0
7,137,8,1,0,0,1
14,183,56,1,0,0,0
33,198,165,0,0,0,1
26,264,135,1,1,2,1
30,350,92,0,1,2,1
52,311,9,0,1,1,0
50,215,120,0,0,0,1
54,208,8,0,1,0,1
17,363,152,1,1,0,1
21,120,104,0,1,0,0
34,97,95,0,1,0,0
39,260,136,1,1,0,1
41,180,42,0,1,1,0
30,247,34,1,0,0,1
54,277,157,0,1,0,0
58,211,174,0,1,1,0
54,126,85,0,0,0,1
8,128,142,0,0,0,1
18,170,139,1,0,1,0
48,140,77,1,1,0,1
52,186,163,0,1,2,0
7,268,137,1,0,0,0
22,354,16,1,0,1,1
46,217,71,0,0,1,1
22,335,83,0,0,0,0
39,154,163,1,0,0,0
22,188,120,0,0,2,0
40,163,28,1,1,1,1
56,303,38,1,0,2,1
3,339,107,1,1,2,0
14,142,142,0,0,0,0
30,385,116,0,1,2,0
28,256,10,1,0,0,0
23,103,144,0,1,0,1
17,126,105,1,0,2,1
28,224,59,0,0,0,1
27,259,40,1,1,2,0
3,287,99,0,1,2,1
38,236,120,0,1,2,0
25,338,149,0,0,2,0
56,178,52,0,0,0,1
27,234,172,0,0,1,1
15,106,129,1,1,0,1
60,122,129,0,0,2,1
12,117,62,0,1,1,1
27,197,111,0,0,2,1
54,208,172,0,0,1,1
29,267,47,1,1,1,0
47,251,133,0,0,1,1
2,293,113,1,0,2,1
5,295,106,0,1,2,0
10,324,38,1,0,2,1
60,391,37,0,0,1,1
42,159,55,1,1,1,0
14,349,45,0,1,0,1
27,253,19,1,1,0,1
16,281,14,1,1,0,1
15,260,168,1,1,1,1
34,235,7,0,0,0,0
7,83,71,0,0,2,1
15,266,84,1,1,1,1
31,264,3,0,1,1,0
20,159,99,1,0,0,0
25,379,32,0,0,0,0
41,302,47,1,0,2,0
40,204,44,0,0,0,1
5,296,127,0,1,2,0
37,397,169,1,1,0,0
25,324,173,0,1,2,1
60,191,47,0,1,1,0
3,101,3,0,0,2,1
58,100,16,0,0,0,1
5,274,147,0,1,0,1
41,189,96,1,1,2,1
10,232,175,0,0,0,0
59,260,179,1,1,2,0
8,105,75,0,0,2,1
28,257,71,1,1,1,1
45,161,103,1,1,2,1
49,82,153,0,0,2,1
55,112,24,0,0,0,1
20,369,176,1,0,0,0
40,355,111,1,0,1,1
50,330,103,1,0,1,0
44,184,108,0,1,0,1
26,376,169,0,0,0,1
20,155,39,0,1,0,1
23,249,9,1,1,2,1
57,338,113,0,0,2,1
42,376,27,0,0,0,0
16,149,158,1,1,2,0
6,352,148,0,1,1,1
22,194,156,1,1,0,1
3,291,165,0,0,2,1
54,262,27,0,0,1,0
53,322,77,0,1,2,1
51,392,116,0,1,0,1
21,360,68,0,1,0,1
18,306,6,0,0,0,0
38,278,121,1,0,2,0
58,138,17,0,1,1,0
37,123,55,0,1,1,1
21,182,39,0,0,1,0
14,242,7,1,0,0,1
51,176,92,0,0,0,0
4,378,48,0,0,1,0
2,301,22,1,0,1,1
15,147,144,0,0,0,0
46,386,157,0,1,2,0
57,315,45,1,0,0,1
5,88,7,0,1,1,1
16,189,106,1,1,1,0
57,102,88,1,0,0,1
55,137,14,1,0,2,0
59,227,12,1,0,2,1
33,280,171,1,0,0,1
11,297,22,1,0,1,1
48,144,129,0,0,2,1
16,193,159,0,1,0,1
49,202,66,1,1,2,0
1,96,84,0,1,0,1
57,319,164,0,0,1,0
22,135,66,1,1,2,1
4,224,10,1,0,1,1
17,81,126,1,1,0,1
26,168,174,1,1,2,1
23,200,141,0,0,2,0
56,376,65,1,0,0,0
45,360,125,0,0,0,0
60,268,18,0,1,0,1
33,318,172,1,1,2,0
27,299,160,1,0,2,0
37,117,86,1,1,2,0
14,399,58,0,1,1,1
32,359,79,0,1,0,1
4,131,73,0,1,0,1
43,300,118,1,0,2,1
50,223,139,1,1,2,1
19,105,179,0,1,2,1
2,244,170,1,0,1,0
60,252,174,1,0,2,1
43,325,12,1,0,2,0
22,280,44,1,1,0,0
14,378,31,0,1,2,0
20,186,79,0,1,0,0
7,84,84,1,1,2,1
32,191,75,0,0,2,0
39,103,92,1,1,2,1
27,81,18,1,0,0,1
43,135,34,0,1,0,1
30,323,70,1,0,1,1
6,338,35,1,0,2,0
8,348,92,0,1,0,1
23,192,110,1,0,2,1
21,225,46,1,1,2,1
43,346,101,0,0,1,0
11,268,3,1,0,2,1
10,380,159,0,1,0,1
17,207,162,0,0,2,1
45,205,78,1,0,0,1
52,103,173,1,0,0,1
54,351,157,0,0,0,0
26,197,58,0,0,0,1
25,202,159,0,1,1,0
7,378,173,0,1,2,0
29,135,93,0,1,0,0
24,169,124,1,0,0,1
47,250,151,0,1,2,0
46,185,31,0,0,0,0
29,171,39,1,0,2,1
52,103,171,1,0,2,0
53,123,163,0,0,1,1
57,100,101,1,1,1,1
43,186,171,1,1,1,0
46,87,25,1,1,1,1
48,320,138,1,1,1,0
56,271,108,0,1,2,1
58,128,73,1,1,1,1
48,200,140,1,1,1,1
8,269,164,1,0,0,1
5,213,52,1,0,2,1
60,383,112,1,0,2,0
15,107,63,1,0,0,1
18,252,63,0,0,2,0
17,308,176,1,1,1,0
11,108,18,1,1,2,1
49,362,87,0,0,1,0
37,241,63,1,0,2,0
24,297,122,1,1,1,0
36,236,19,1,1,0,1
5,357,118,0,1,1,0
45,211,4,0,0,1,1
32,303,92,0,1,2,0
55,238,7,1,1,2,1
37,397,35,0,0,1,0
28,159,133,0,1,0,1
56,114,58,0,1,0,1
8,209,49,0,1,2,0
51,239,45,0,1,0,1
3,131,173,1,1,1,1
55,398,48,0,1,1,0
30,233,98,0,0,0,0
57,234,61,1,1,2,1
31,377,115,1,1,2,1
4,357,39,1,1,0,1
26,316,105,0,1,2,1
21,336,60,0,0,1,0
7,162,105,0,0,2,0
54,219,47,1,1,0,0
46,93,122,0,1,1,0
53,366,173,0,1,1,0
58,208,3,1,1,0,0
13,184,75,1,1,1,0
49,161,141,1,0,1,1
10,343,34,1,0,0,1
3,363,26,0,1,0,1
46,348,176,1,1,2,1
53,125,73,1,0,1,1
16,101,167,1,0,0,0
42,199,57,0,0,2,0
56,109,34,1,1,1,0
23,130,169,1,1,0,1
45,178,44,0,0,2,1
18,238,26,0,1,0,0
25,196,134,0,0,0,0
31,114,60,1,0,2,0
25,240,131,1,0,1,0
35,210,159,1,0,2,0
14,225,25,1,0,0,0
34,95,136,1,0,0,1
53,399,144,0,1,1,0
43,95,33,0,0,0,1
11,366,135,1,0,2,0
59,289,58,0,1,1,0
8,341,86,0,1,1,0
38,304,153,0,0,2,0
29,100,96,1,1,1,1
52,299,153,0,1,0,1
44,238,72,1,1,1,0
56,151,32,0,1,1,0
60,219,139,0,1,2,1
16,247,2,1,0,0,1
44,344,105,0,1,2,1
51,288,2,1,1,2,1
21,311,161,1,1,0,1
15,144,29,0,1,0,1
34,219,162,1,0,1,0
11,230,24,0,1,2,1
8,389,45,0,1,0,0
29,123,26,1,1,0,1
19,384,50,1,0,2,0
36,83,109,1,0,0,0
19,237,56,0,1,2,0
44,146,32,1,0,2,1
17,93,34,1,1,2,1
29,358,35,0,1,1,0
45,331,86,1,0,1,0
43,177,92,1,0,0,0
28,200,168,1,1,1,1
26,385,123,1,0,2,1
22,167,29,1,0,2,0
18,389,84,0,1,0,0
29,217,105,1,1,2,0
53,95,167,0,0,0,0
53,106,134,1,1,2,1
29,103,17,0,1,1,0
46,315,61,0,1,2,1
7,174,160,1,1,1,0
49,396,29,0,1,0,1
26,393,167,1,0,1,0
28,400,52,1,1,0,1
1,267,15,0,1,2,1
30,133,170,0,1,2,1
11,338,80,0,0,0,1
6,121,89,1,1,0,1
20,356,134,0,0,0,0
31,129,163,0,0,0,0
24,185,161,1,1,1,0
35,171,169,0,1,1,1
31,393,1,0,1,1,1
54,118,55,0,0,1,1
20,400,29,0,1,1,0
20,389,11,1,0,1,0
6,335,152,0,0,0,0
39,342,45,1,1,1,1
41,187,9,0,0,0,0
18,182,6,1,1,1,1
24,117,132,1,0,1,1
25,193,29,0,0,0,0
53,123,126,1,0,2,0
53,266,44,0,1,2,0
13,264,136,1,0,1,0
50,326,41,1,1,2,1
48,341,84,0,1,1,0
60,283,25,0,1,2,0
41,260,118,1,1,2,0
18,266,67,1,0,0,1
19,304,57,0,0,1,1
53,269,49,0,1,1,1
14,87,158,1,1,2,1
60,200,92,1,1,2,0
19,317,17,0,0,0,1
19,97,110,1,0,1,1
32,156,30,1,1,0,1
15,377,40,1,1,1,0
24,128,25,0,0,0,1
47,318,96,1,0,1,1
51,378,16,1,1,2,1
31,191,147,0,1,2,0
57,339,111,0,0,1,0
8,232,91,0,1,1,1
37,233,128,1,0,1,1
44,341,93,1,0,0,0
2,161,98,1,1,0,1
33,360,145,1,0,0,1
41,204,131,0,1,2,1
41,223,67,0,0,1,1
50,187,177,0,0,0,0
22,105,118,1,1,1,0
12,265,49,0,0,0,0
39,206,173,0,1,2,1
35,181,100,1,1,2,0
39,167,147,1,1,2,0
44,376,90,1,0,1,1
43,267,22,0,0,1,0
11,304,46,1,1,1,0
10,278,169,1,1,1,1
33,292,65,1,0,1,1
24,198,5,0,1,1,1
55,155,164,1,0,2,0
12,278,152,0,1,0,1
8,400,134,1,0,1,0
23,167,47,0,0,1,1
17,138,122,0,1,0,0
31,248,58,1,1,0,1
1,119,160,0,0,2,1
11,242,98,1,0,0,1
15,193,36,1,1,1,1
9,96,96,0,1,2,0
39,271,88,0,1,2,1
56,207,115,0,1,0,0
22,138,48,1,0,0,1
36,167,60,0,0,2,0
57,287,131,0,1,2,1
33,199,16,0,1,1,1
10,242,98,1,0,0,1
29,127,35,1,0,0,1
55,179,9,1,0,1,1
14,124,126,0,0,1,1
17,168,72,0,0,1,0
58,367,122,1,0,2,0
52,198,60,1,0,2,1
11,352,155,1,1,1,1
11,386,113,0,1,2,0
19,203,62,1,0,2,1
11,395,61,0,1,2,0
31,93,174,0,0,0,1
53,360,40,0,0,0,1
3,339,154,1,1,2,1
12,225,153,0,0,1,1
37,158,119,0,0,2,1
58,297,147,1,0,2,1
41,394,141,1,1,1,1
33,233,32,1,1,2,1
44,250,123,1,0,0,1
44,253,73,1,1,0,1
24,175,178,0,0,1,0
10,307,51,0,0,0,0
11,93,128,1,1,1,0
26,153,23,1,0,1,0
24,216,155,1,1,0,1
12,109,64,0,0,1,1
37,173,110,1,0,0,1
38,232,39,0,1,2,1
16,204,1,0,0,2,1
21,253,24,0,0,0,0
18,172,158,1,0,2,0
59,365,127,1,1,0,0
26,346,73,1,0,1,1
42,286,91,1,0,1,1
12,221,82,0,0,0,1
49,364,136,1,0,2,1
8,366,139,1,1,2,1
13,97,3,1,0,0,1
23,147,153,1,1,1,1
3,91,3,0,0,1,1
20,260,99,0,0,1,1
32,179,2,1,1,2,0
57,232,104,1,1,2,1
10,378,85,1,1,0,0
46,315,49,0,1,1,0
51,218,18,0,1,1,1
58,283,8,1,1,2,1
35,104,95,0,1,0,0
32,209,69,1,1,0,0
18,357,163,1,1,0,1
19,259,167,0,1,0,1
14,320,89,1,1,2,1
9,261,86,1,1,2,0
27,363,167,1,1,2,1
57,117,79,1,0,1,1
19,344,96,0,0,1,1
2,130,81,0,0,0,1
13,273,71,1,0,1,1
31,329,20,1,0,2,1
30,345,112,1,1,1,1
55,248,161,1,0,1,0
15,359,31,0,1,1,0
55,136,52,1,0,2,1
16,368,10,1,0,1,0
2,263,8,1,1,2,1
56,128,81,0,1,0,0
49,220,65,1,0,1,0
55,292,173,0,1,1,1
15,286,168,0,0,2,0
59,193,6,1,0,1,0
38,215,75,1,0,0,0
24,400,179,0,1,1,0
50,302,138,1,1,2,0
49,164,113,0,1,1,1
58,171,134,1,0,2,1
43,119,133,0,0,0,1
21,229,119,1,1,1,0
34,325,75,1,1,0,0
50,290,122,1,0,0,0
51,213,92,1,1,0,1
20,354,70,1,0,2,0
25,85,66,1,1,2,1
52,396,39,1,0,1,1
2,224,10,1,0,1,0
39,111,151,1,1,2,0
32,258,23,0,0,0,0
45,379,17,0,1,0,1
28,277,123,0,1,0,0
1,293,123,0,1,1,1
36,211,11,1,0,1,0
10,129,166,0,0,1,0
40,106,157,0,0,1,1
30,87,18,1,0,2,0
48,105,30,0,1,1,0
58,290,180,1,1,0,1
27,355,18,0,1,1,0
20,297,65,1,1,1,0
3,100,163,1,0,1,1
50,140,175,1,1,2,1
26,374,64,1,0,0,0
1,159,27,0,0,1,1
43,90,51,1,1,0,1
25,357,88,1,0,0,1
9,212,12,0,0,2,0
39,226,97,0,0,1,1
39,178,105,1,0,0,1
35,211,45,1,1,0,0
41,156,143,1,0,0,0
39,89,171,1,1,0,0
33,163,106,1,1,0,1
1,210,146,0,1,0,0
56,358,68,1,0,1,0
50,199,22,0,0,2,1
49,315,29,0,1,0,1
33,246,73,1,1,0,1
13,329,165,1,0,0,1
51,264,3,1,0,2,1
5,318,51,0,1,1,0
27,304,156,0,0,2,0
32,101,128,1,0,1,1
5,165,41,1,0,1,1
56,137,98,1,0,2,0
13,315,141,1,1,2,0
25,387,79,1,1,0,0
56,173,115,0,1,1,0
25,307,112,0,1,1,0
8,227,91,1,1,0,1
31,168,77,1,0,1,1
35,352,27,1,1,0,0
46,388,3,0,0,1,0
48,355,79,1,0,2,0
17,264,55,0,1,2,0
34,163,107,0,0,0,1
58,196,132,1,0,1,1
49,88,151,1,1,1,1
55,253,12,0,1,2,0
55,368,68,1,1,2,1
30,294,48,0,0,1,1
58,314,179,1,1,1,0
43,315,137,1,1,0,0
1,231,47,1,1,0,1
30,301,142,1,0,0,0
1,383,113,0,0,1,0
7,208,18,1,1,2,0
34,293,95,0,0,1,0
40,259,175,1,1,2,1
33,225,16,0,1,0,0
4,377,180,0,0,0,0
28,292,52,1,1,1,0
14,340,11,0,1,1,1
33,349,139,1,1,0,0
16,310,78,1,0,2,1
14,387,142,1,1,2,1
56,339,159,0,0,1,0
30,328,92,1,0,2,0
11,161,127,0,0,0,0
41,287,177,0,1,0,1
50,173,151,1,1,2,0
56,376,174,1,0,1,0
11,272,145,1,0,1,1
45,305,149,0,1,0,0
57,113,64,1,0,1,0
19,168,119,0,1,0,1
34,102,129,1,0,1,0
34,184,124,0,0,0,1
52,193,131,0,1,1,1
60,356,70,1,1,2,0
20,356,106,0,1,0,1
55,238,165,1,0,2,0
14,284,150,1,1,1,0
51,230,170,0,0,1,0
33,301,157,1,0,1,0
37,205,134,1,0,1,0
46,129,56,0,0,1,0
36,232,82,1,1,1,1
19,300,34,1,0,0,1
50,147,143,1,0,0,1
14,249,26,1,0,2,0
48,228,33,0,0,0,0
19,251,82,0,1,1,1
42,158,173,1,0,2,1
25,211,170,1,0,1,0
59,146,147,0,1,0,1
58,375,170,1,0,0,1
60,277,82,1,0,2,1
55,285,130,0,1,2,0
35,82,48,0,1,0,1
5,173,24,0,0,2,1
48,398,136,0,1,2,0
4,196,10,0,0,0,0
34,305,62,1,0,0,1
24,298,129,0,1,0,0
38,154,105,1,1,1,0
26,330,26,0,0,2,1
7,367,67,0,1,1,0
33,256,48,0,0,0,0
13,369,118,0,1,1,1
24,95,78,0,1,1,1
6,395,71,0,0,0,0
47,341,44,1,1,1,0
47,381,18,0,0,0,1
22,369,122,0,0,0,1
2,215,128,0,0,2,0
3,343,21,0,0,2,1
45,357,177,0,1,1,1
22,83,7,1,0,1,0
25,365,85,1,0,2,1
30,338,107,0,0,1,0
36,276,25,0,0,2,0
48,131,51,1,1,1,0
36,172,17,0,0,0,0
27,186,176,0,0,0,0
41,313,30,0,1,2,0
47,220,156,0,1,2,0
45,123,72,0,1,1,1
51,223,68,1,0,1,0
3,209,56,0,0,1,1
38,155,9,1,1,1,0
31,151,69,1,0,1,1
40,82,91,0,1,0,0
54,232,13,1,1,2,0
37,273,167,0,0,2,0
15,302,31,1,0,1,0
16,197,3,1,0,2,0
44,127,108,0,1,0,1
42,345,153,1,0,0,1
8,296,168,1,0,2,0
55,125,26,1,1,2,1
42,387,178,0,1,2,0
45,312,157,0,1,1,0
13,297,46,1,1,2,1
22,125,73,1,1,1,1
40,211,158,0,1,0,0
45,162,161,1,0,0,0
40,331,61,0,1,0,0
57,255,108,0,1,0,0
36,160,152,0,0,1,1
54,135,57,0,1,1,1
2,389,124,1,1,0,1
46,88,13,0,1,0,1
40,332,74,0,0,0,0
22,185,68,0,0,2,0
20,86,136,1,0,0,0
34,193,162,0,1,2,1
2,90,71,1,0,0,1
43,337,85,0,1,1,1
33,391,157,0,0,0,0
25,384,4,1,1,0,0
52,193,86,0,1,1,0
4,216,124,1,1,2,1
53,347,27,1,1,2,1
39,190,4,0,1,1,0
32,204,9,1,1,2,0
12,265,46,0,0,0,1
32,149,90,0,1,1,1
24,262,145,1,0,1,0
49,351,77,0,0,0,0
52,265,100,0,0,0,0
11,378,49,1,1,2,0
2,162,29,1,0,1,1
1,104,57,0,1,1,1
41,259,78,0,0,0,0
25,269,14,0,0,0,1
55,270,114,0,1,2,0
30,103,127,0,0,1,1
58,274,75,0,1,0,1
27,195,55,1,0,0,1
57,89,99,0,1,0,0
52,196,154,1,1,0,1
19,89,159,1,1,0,1
45,139,73,0,1,2,0
8,352,95,1,1,2,0
48,115,146,1,0,0,1
1,234,23,1,1,1,0
16,275,83,0,0,2,0
16,273,179,0,1,2,0
22,345,164,0,0,0,1
57,236,118,0,0,0,0
15,235,2,0,1,2,0
27,393,165,0,1,1,0
16,357,168,0,0,0,0
11,106,150,0,0,1,0
19,273,178,1,0,2,0
45,352,4,0,1,2,0
1,287,147,0,0,0,1
38,203,45,1,1,1,1
52,120,81,0,0,2,0
11,110,35,0,0,2,1
17,265,102,0,0,2,1
34,169,73,0,0,0,0
39,225,33,1,0,0,1
18,98,117,1,0,2,1
47,339,2,0,0,1,0
36,389,160,1,1,1,0
15,391,123,0,0,0,1
52,266,8,0,0,1,0
45,388,37,0,1,1,0
5,206,27,1,0,0,1
46,354,33,1,0,0,1
50,183,107,1,0,0,0
25,351,26,0,1,0,0
2,101,165,0,0,0,1
40,377,125,1,1,0,0
55,359,87,1,1,2,0
56,287,37,1,1,2,1
23,107,160,0,0,1,1
31,152,39,0,1,2,0
42,365,176,0,0,0,0
32,305,97,1,0,1,1
35,88,160,0,1,2,0
37,223,103,0,1,0,0
2,157,109,1,1,2,1
24,203,25,1,0,2,1
12,218,145,0,1,1,0
44,216,175,0,0,1,0
53,211,52,1,0,1,1
